"city","month","adults","children","num_rooms","postal_code","latitude","longitude","hotel_score","staff_score","facilities_score","cleanliness_score","comfort_score","value_for_money_score","location_score","free_wifi_score","balcony","swimming_pool","pet_friendly","kitchen","city_view","aparments","non_smoking_rooms","private_bathroom","elevator","heating","safe","air_conditioning","free_wifi","page_count","current_page","in_page_count","is_december","is_march","length_description","min_price","max_price","is_suite","is_apartment","has_free_cancelation","mean_flights"
"Madrid","December",4,1,2," 28014 ",40.416845,-3.697475,8.6,9,8.5,9.1,9,8.4,9.6,8.6,0,0,0,0,0,0,0,1,1,1,0,1,1,79,4,2,1,0,186,455,820,0,0,1,3373257
"Madrid","December",4,1,2," 28012 ",40.410337,-3.7017777,9,10,8.8,10,10,8.8,10,9.4,1,0,1,1,0,0,1,1,0,0,0,1,1,80,4,3,1,0,94,593,859,0,1,1,3373257
"Madrid","December",4,1,2," 28004 ",40.42535912,-3.7065857,8.2,8.7,8.2,8.6,8.4,8.2,9.1,7.6,0,0,0,1,0,0,1,1,0,0,1,1,1,81,4,4,1,0,114,426,584,0,1,1,3373257
"Madrid","December",4,1,2," 28005 ",40.413727,-3.710649,7.9,8.8,7.8,7.9,8.3,8.1,9.5,10,1,0,0,1,0,0,1,0,0,0,0,1,1,82,4,5,1,0,118,552,717,0,1,1,3373257
"Madrid","December",4,1,2," 28012 ",40.41527184,-3.70127351,9.8,10,9.9,10,9.8,9.6,10,9,0,0,0,1,1,0,1,1,0,1,0,1,1,83,4,6,1,0,154,129,974,0,1,1,3373257
"Madrid","December",4,1,2," 28013 ",40.42215746,-3.7096037,8.7,9.2,8.8,9.2,9.1,8.5,9.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,7,1,0,144,13,982,0,0,0,3373257
"Madrid","December",4,1,2," 28013 ",40.4209484,-3.7073803,8.9,9.2,8.8,9,8.9,8.3,9.8,8.8,0,0,0,1,1,0,1,1,0,1,0,1,1,85,4,8,1,0,117,492,565,0,1,1,3373257
"Madrid","December",4,1,2," 28012 ",40.4152335,-3.7013734,8.6,9.3,8.6,8.6,8.6,8.6,9.8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,86,4,9,1,0,133,455,566,0,1,1,3373257
"Madrid","December",4,1,2," 28004 ",40.4248961,-3.7034238,8.9,9.7,9.1,9.1,8.8,8.8,9.4,9.4,0,0,0,1,1,0,1,1,0,1,0,1,1,87,4,10,1,0,130,739,739,0,1,1,3373257
"Madrid","December",4,1,2," 28004 ",40.42226467,-3.6957407,9.1,9.5,9.2,9.4,9.4,8.7,9.6,8.8,0,0,0,0,0,0,1,0,1,1,1,0,1,88,4,11,1,0,183,19,949,0,0,1,3373257
"Madrid","December",4,1,2," 28014 ",40.41128125,-3.69306654,8,9,7.8,8.5,8.1,7.9,9.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,12,1,0,134,352,540,0,0,1,3373257
"Madrid","December",4,1,2," 28012 ",40.410877,-3.696459,8,8.8,9.2,8.8,8.3,8.3,9.6,7.9,0,0,1,1,0,0,1,0,1,1,0,1,1,90,4,13,1,0,117,506,925,0,1,1,3373257
"Madrid","December",4,1,2," 28013 ",40.41701546,-3.70549277,9.4,9.6,9.5,9.6,9.6,9.3,9.9,9,0,0,0,1,1,0,1,1,0,0,1,1,1,91,4,14,1,0,126,43,939,0,1,1,3373257
"Madrid","December",4,1,2," 28013 ",40.42330325,-3.71049142,8.7,9.1,8.8,9,9.1,8.6,9.7,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,15,1,0,201,56,990,0,0,1,3373257
"Madrid","December",4,1,2," 28004 ",40.42422508,-3.70607257,7.3,8.1,7.2,7.7,7.7,7.1,8.8,7.1,0,0,1,0,0,0,1,0,1,1,0,1,1,93,4,16,1,0,145,88,962,0,1,1,3373257
"Madrid","December",4,1,2," 28012 ",40.4084188,-3.6991301,9,9.7,9.2,9.4,8.8,8.8,9.5,9.5,0,0,1,1,0,0,1,1,0,1,0,1,1,94,4,17,1,0,110,759,835,0,1,1,3373257
"Madrid","December",4,1,2," 28005 ",40.41345437,-3.70794253,8.9,9.4,9.2,9.3,9.2,8.6,9.6,9.1,0,0,0,1,1,0,1,1,0,0,1,1,1,95,4,18,1,0,80,75,955,0,1,1,3373257
"Madrid","December",4,1,2," 28005 ",40.4093938,-3.7091707,8,8.5,8,8.1,8.2,7.8,9.1,9.2,0,0,0,1,0,0,1,1,1,1,0,1,1,96,4,19,1,0,130,327,699,0,1,1,3373257
"Madrid","December",4,1,2," 28012 ",40.41369516,-3.70362908,8,8.7,8,8.5,8.4,8.1,9.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,20,1,0,143,550,970,0,0,1,3373257
"Madrid","December",4,1,2," 28013 ",40.41892807,-3.71011868,8.4,9,8.3,8.7,8.8,8,9.6,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,98,4,21,1,0,112,211,907,0,0,1,3373257
"Madrid","December",4,1,2," 28013 ",40.41973569,-3.70896935,7.9,8.8,7.8,8.3,8,8,9.5,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,4,22,1,0,99,397,705,0,0,1,3373257
"Madrid","December",4,1,2," 28012 ",40.4111693,-3.7035684,6.9,9.3,7.1,8.3,6.8,6.9,9.4,7.5,0,0,0,1,0,0,1,1,0,1,0,1,1,100,4,23,1,0,117,439,439,0,1,1,3373257
"Madrid","December",4,1,2," 28012 ",40.414733,-3.707033,9,9.3,9.2,9.5,9.5,8.7,9.8,9,0,1,1,0,0,0,1,1,0,0,1,1,1,101,4,24,1,0,147,36,997,0,0,1,3373257
"Madrid","December",4,1,2," 28012 ",40.4084188,-3.6991301,9,9.7,9.2,9.4,9,8.6,9.6,9.3,0,0,1,1,0,0,1,1,0,1,0,1,1,102,4,25,1,0,110,583,640,0,1,1,3373257
"Madrid","December",4,1,2," 28013 ",40.4189,-3.701883,8.9,9,9.2,9.4,9.2,8.9,9.6,8.9,0,0,0,1,1,0,1,1,0,0,0,1,1,103,4,26,1,0,136,570,718,0,1,1,3373257
"Madrid","December",4,1,2," 28005 ",40.41464057,-3.70904848,8,7.8,8,8.2,8.2,7.9,9.6,6.6,0,0,0,1,0,0,1,1,1,1,0,1,1,104,4,27,1,0,134,383,791,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4248961,-3.7034238,8.9,9.7,9.1,9.1,8.8,8.8,9.4,9.3,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,130,751,751,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4117834,-3.7042824,8,7.5,8.1,8.6,8.6,7.9,9,7.1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,130,14,957,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4227487,-3.7035898,9.3,9.5,9.3,9.5,9.4,9.2,9.7,9.2,0,0,0,1,0,0,1,1,0,0,1,1,1,2,1,2,1,0,130,570,980,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4156418,-3.7032975,8.8,8.8,8.9,9.1,9.2,8.7,9.7,8.5,1,0,0,1,1,0,0,1,0,0,0,1,1,3,1,3,1,0,164,537,780,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.412084,-3.7047321,9.5,9.6,9.6,9.8,9.7,9,9.2,8.4,0,1,0,1,1,0,0,1,0,0,0,1,1,4,1,4,1,0,144,272,950,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4197586,-3.6991641,8.9,9.3,9.1,9.2,9.2,8.6,9.8,8.2,0,1,0,1,0,0,1,1,0,1,0,1,1,5,1,5,1,0,173,1,989,0,1,1,3373257
"Madrid","December",5,3,3," 28015 ",40.42859486,-3.70629939,8.2,8.8,8.1,8.3,8.3,8.3,9.1,7.9,0,0,0,1,0,0,1,1,1,1,0,1,1,6,1,6,1,0,142,330,514,0,1,1,3373257
"Madrid","December",5,3,3," 28014 ",40.40895405,-3.69251132,9.1,9.1,9.3,9.4,9.4,8.8,9.5,9.3,1,0,0,1,1,0,0,1,0,0,0,1,1,7,1,7,1,0,126,40,998,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.412706,-3.704843,9,8.7,9.2,9.3,9.3,8.8,9.4,8.7,1,0,0,1,1,0,1,0,0,0,0,1,1,8,1,8,1,0,146,556,880,0,1,1,3373257
"Madrid","December",5,3,3," 28015 ",40.42631879,-3.70694429,8.9,9.2,9,9.2,9.2,8.8,9.3,8.9,1,0,0,1,1,0,1,1,0,0,1,1,1,9,1,9,1,0,128,614,906,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4234202,-3.7005951,8,8.8,7.8,8.2,8.1,8.2,9.6,8.2,0,0,0,1,0,0,0,1,1,1,0,1,1,10,1,10,1,0,147,554,739,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.41630874,-3.70755333,8.8,8.5,8.7,9,8.9,8.6,9.8,9.1,0,0,0,1,0,0,1,1,0,1,1,1,1,11,1,11,1,0,94,441,896,0,1,1,3373257
"Madrid","December",5,3,3," 28015 ",40.4282444,-3.7059977,8.9,8.4,9.1,9.2,9.3,8.7,9,9.3,1,0,0,1,0,0,1,1,1,1,0,1,1,12,1,12,1,0,159,10,961,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41527184,-3.70127351,9.8,10,9.9,10,9.8,9.6,10,9,0,0,0,1,1,0,1,1,0,1,0,1,1,13,1,13,1,0,154,129,974,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4115253,-3.6976936,9.1,9.5,9.1,9.2,9.2,9,9.7,8.1,1,0,0,1,0,0,1,1,1,1,0,1,1,14,1,14,1,0,164,70,266,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4193887,-3.7004665,9.1,9.5,9.2,9.4,9.3,9.2,9.7,9.5,0,0,0,1,0,0,1,1,0,0,1,1,1,15,1,15,1,0,139,737,935,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41419754,-3.70380476,8.7,9.1,8.7,8.9,8.9,8.8,9.6,8.8,0,0,0,1,1,0,1,1,0,0,0,1,1,16,1,16,1,0,158,11,965,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.41168,-3.712058,8.9,9,9,9.3,9,8.4,9.6,9.3,0,0,0,1,0,0,1,1,0,0,0,1,1,17,1,17,1,0,120,561,617,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4099871,-3.6962582,8.7,8.1,8.8,9.1,9,8.6,9.3,9.3,0,0,0,1,0,0,1,1,0,1,0,1,1,18,1,18,1,0,110,46,945,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4157496,-3.7001629,8.9,8.6,9.2,9.4,9.2,8.8,9.5,8.8,0,0,0,1,0,0,1,1,1,0,0,1,1,19,1,19,1,0,133,407,950,1,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.4174829,-3.6979393,8.6,7.8,8.5,9.1,8.8,8.3,9.5,8.1,0,0,0,1,0,0,1,1,1,1,0,1,0,20,1,20,1,0,135,482,676,0,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.4174397,-3.6985701,9.2,9.6,9.5,9.7,9.7,8.9,9.7,8.1,0,1,0,1,0,0,1,1,0,0,1,1,1,21,1,21,1,0,123,26,993,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4190855,-3.7083801,9,7.5,9.6,8.9,10,8.6,9.6,10,0,0,0,1,0,0,0,0,0,0,0,1,1,22,1,22,1,0,128,114,224,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4174116,-3.7087476,9,10,10,10,10,10,10,9.3,0,0,0,1,0,0,0,0,0,1,0,1,1,23,1,23,1,0,102,678,678,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4193746,-3.7008191,8.1,8.2,8.6,7.9,8.6,7.9,9.3,8.1,0,0,0,1,0,0,0,1,1,0,0,1,0,24,1,24,1,0,132,674,674,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4193746,-3.7008191,8.1,8.2,8.6,7.9,8.6,7.9,9.3,8.2,0,0,0,1,0,0,0,1,1,0,0,1,0,25,2,0,1,0,132,674,674,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4221535,-3.7108885,8.9,8.5,9,9.3,9.3,8.7,9.5,9.7,0,0,0,0,0,0,1,1,0,1,0,1,1,26,2,1,1,0,146,469,777,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41608469,-3.70030627,7.7,8.3,7.5,8,7.8,7.9,9.7,8.1,0,0,0,1,0,0,1,1,1,1,0,1,1,27,2,2,1,0,120,390,748,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.41962508,-3.70772243,9,9.1,9,9.3,9.3,8.7,9.7,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,3,1,0,113,68,945,0,0,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4222857,-3.6978954,7.4,7.6,8,7.5,8.1,7.5,8.6,10,1,0,0,1,0,0,1,0,0,1,0,1,1,29,2,4,1,0,130,473,748,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4185099,-3.7084428,8.5,9.2,8.3,8.9,8.9,8.6,9.4,8.7,1,0,0,1,1,0,1,0,0,1,0,1,1,30,2,5,1,0,150,332,921,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4118982,-3.702262,7.8,7.7,8,8.4,8.3,7.9,8.9,8.8,0,0,0,1,0,0,1,1,0,1,0,1,1,31,2,6,1,0,128,453,990,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.420439,-3.705227,8.9,9.3,8.9,9,9,8.7,9.8,8.9,0,0,0,1,0,0,1,1,0,0,1,1,1,32,2,7,1,0,152,570,988,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.41715,-3.708005,9.1,9.4,9.2,9.3,9.2,8.9,9.8,8.8,0,0,0,1,0,0,1,1,0,0,1,1,1,33,2,8,1,0,210,74,982,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41338203,-3.69994164,8.4,8.7,8.1,8.5,8.5,8.1,9.6,7.9,1,0,0,1,1,0,0,1,0,0,1,1,1,34,2,9,1,0,154,73,831,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.4093214,-3.7093423,7.9,7.5,8.2,8.6,8.6,8,9.2,8.3,0,0,0,1,0,0,1,1,1,1,0,1,1,35,2,10,1,0,144,473,707,0,0,1,3373257
"Madrid","December",5,3,3," 28005 ",40.413727,-3.710649,7.9,8.8,7.8,7.9,8.3,8.1,9.5,10,1,0,0,1,0,0,1,0,0,0,0,1,1,36,2,11,1,0,118,560,728,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.41701546,-3.70549277,9.4,9.6,9.5,9.6,9.6,9.3,9.9,9,0,0,0,1,1,0,1,1,0,0,1,1,1,37,2,12,1,0,126,60,954,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4224841,-3.6984999,9.2,9.4,9.2,9.3,9.3,9.2,9.7,10,1,0,0,1,1,0,1,0,0,0,0,1,1,38,2,13,1,0,172,169,935,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.42059741,-3.70875075,7.5,8.2,7.4,7.9,7.8,7.2,9.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,14,1,0,134,434,798,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.421644,-3.708457,9,9,8.9,9.3,9.3,9,9.9,10,1,0,0,1,1,0,0,1,1,1,0,1,1,40,2,15,1,0,153,800,800,0,1,0,3373257
"Madrid","December",5,3,3," 28014 ",40.4161195,-3.6975489,10,10,10,10,10,10,10,9,0,0,0,1,0,0,0,1,1,0,0,1,1,41,2,16,1,0,112,62,964,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.4113263,-3.7137828,7.8,8.5,8,7,8.5,9,9.5,10,0,0,0,1,0,0,0,0,0,0,0,0,1,42,2,17,1,0,134,469,469,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.41345437,-3.70794253,8.9,9.4,9.2,9.3,9.2,8.6,9.6,9.1,0,0,0,1,1,0,1,1,0,0,1,1,1,43,2,18,1,0,80,75,955,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.42076627,-3.70558655,7.9,8.8,7.8,8.8,8.7,8.1,9.9,8.8,0,0,0,1,0,0,1,1,0,1,0,1,1,44,2,19,1,0,100,476,694,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.418536,-3.70666802,8.7,8.8,8.7,9.1,9.1,8.4,9.7,8.5,0,0,0,0,0,0,1,1,1,1,1,1,1,45,2,20,1,0,144,26,976,0,0,1,3373257
"Madrid","December",5,3,3," 28012 ",40.410337,-3.7017777,9,10,8.8,10,10,8.8,10,10,1,0,1,1,0,0,1,1,0,0,0,1,1,46,2,21,1,0,94,593,859,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4234655,-3.7001482,7.3,6.7,7,7.5,7.4,7.7,9.4,8.3,0,0,0,1,0,0,0,0,0,0,0,0,0,47,2,22,1,0,143,608,756,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4194746,-3.703102,9.7,9.2,10,9.6,10,10,10,8.5,1,0,0,1,1,0,0,1,0,0,0,1,1,48,2,23,1,0,177,30,976,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4091069,-3.6927912,8.8,9.3,8.8,8.8,9.1,9,9.7,8.4,1,0,0,1,1,0,0,1,0,1,0,1,1,49,2,24,1,0,128,29,972,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4152335,-3.7013734,8.6,9.3,8.6,8.6,8.6,8.6,9.8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,50,2,25,1,0,133,463,575,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4152335,-3.7013734,8.6,9.3,8.6,8.6,8.6,8.6,9.8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,51,3,0,1,0,133,463,575,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.41122428,-3.71058256,8.6,9.5,7.7,8.2,8.4,8.5,9.5,8.7,1,0,0,1,1,0,1,0,0,0,0,1,1,52,3,1,1,0,174,10,930,0,1,0,3373257
"Madrid","December",5,3,3," 28005 ",40.409191,-3.7113892,6.6,7.5,7.2,6.9,6.9,7.5,9.1,10,1,0,0,1,0,0,1,1,0,0,0,1,1,53,3,2,1,0,115,536,558,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.411643,-3.710869,8.5,9,8.3,8.5,8.8,8.3,9.5,5,1,0,1,1,1,0,1,1,0,0,0,1,1,54,3,3,1,0,178,208,582,0,1,1,3373257
"Madrid","December",5,3,3," 28015 ",40.42380222,-3.70752633,8.9,9.3,9,8.9,9,8.8,9.7,9,0,0,0,1,0,0,1,1,1,1,0,1,1,55,3,4,1,0,133,25,972,0,1,1,3373257
"Madrid","December",5,3,3," 28014 ",40.4140864,-3.6970931,9.1,9.2,9.2,8.6,9.7,8.9,9.7,7.5,1,0,1,1,1,0,0,0,0,0,0,1,1,56,3,5,1,0,124,125,125,0,1,0,3373257
"Madrid","December",5,3,3," 28013 ",40.422548,-3.710968,8.6,9.4,8.5,9.1,9,8.5,9.6,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,6,1,0,158,338,550,0,0,1,3373257
"Madrid","December",5,3,3," 28015 ",40.425614,-3.708532,7.3,8,7.4,7.8,7.6,7.5,9.1,7.7,0,0,0,1,0,0,1,1,0,1,0,1,1,58,3,7,1,0,151,296,703,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4225774,-3.6943954,9.1,9.1,9.4,9.4,9.4,8.8,9.7,8.6,1,0,0,1,1,0,1,0,0,0,0,1,1,59,3,8,1,0,145,71,995,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.4093938,-3.7091707,8,8.5,8,8.1,8.2,7.8,9.1,9.2,0,0,0,1,0,0,1,1,1,1,0,1,1,60,3,9,1,0,130,327,699,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.422206,-3.70265,9.1,9.2,9.3,9.4,9.5,8.9,9.5,9.5,0,0,0,1,0,0,1,1,0,1,0,1,1,61,3,10,1,0,130,157,826,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.40817796,-3.71073425,8.4,9.1,8.4,8.8,8.7,8.4,9.1,8.7,0,0,0,0,0,0,1,0,1,1,1,1,1,62,3,11,1,0,146,352,692,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.42075423,-3.70645164,8.6,8.9,8.5,8.5,8.6,8.2,9.7,8.7,0,1,0,1,0,0,1,1,0,0,0,1,1,63,3,12,1,0,168,162,966,0,1,1,3373257
"Madrid","December",5,3,3," 28005 ",40.41464057,-3.70904848,8,7.8,8,8.2,8.2,7.9,9.6,6.6,0,0,0,1,0,0,1,1,1,1,0,1,1,64,3,13,1,0,134,389,804,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.4159106,-3.7013584,7.2,8.3,7.9,7.9,7.1,8.8,9.2,8.1,0,0,0,1,0,0,1,1,1,0,0,0,1,65,3,14,1,0,109,383,547,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41388713,-3.70274127,9,9.6,9,9.3,9.3,8.7,9.7,9.2,0,0,1,0,0,0,1,1,1,1,1,1,1,66,3,15,1,0,171,14,930,0,0,1,3373257
"Madrid","December",5,3,3," 28004 ",40.421258,-3.706301,9.2,9.4,9.4,9.5,9.4,9,9.8,8.9,1,0,0,1,1,0,1,1,0,1,1,1,1,67,3,16,1,0,118,10,935,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4273698,-3.7027218,9.2,9.1,9.4,9.5,9.5,9,9.6,9.2,0,0,0,1,0,0,1,1,1,0,0,1,1,68,3,17,1,0,135,496,952,1,0,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41333472,-3.70102063,8.9,9.9,9,9.4,9.1,8.8,9.8,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,18,1,0,147,479,708,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.42369331,-3.71080033,8.9,9.3,9.1,9.4,9.3,8.7,9.7,8.6,0,1,0,0,0,0,1,1,0,1,0,1,1,70,3,19,1,0,117,16,856,0,0,1,3373257
"Madrid","December",5,3,3," 28004 ",40.42134579,-3.70168144,9.1,9.6,9,9.3,9.3,8.8,9.7,8.9,1,0,0,1,0,0,0,0,0,1,1,1,1,71,3,20,1,0,157,63,743,1,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.41128125,-3.69306654,8,9,7.8,8.5,8.1,7.9,9.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,21,1,0,134,352,540,0,0,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4206746,-3.699947,8.7,9.7,9.1,9.4,8.4,9.1,9.7,8.5,1,0,1,1,0,0,0,0,0,0,0,0,1,73,3,22,1,0,153,79,985,0,1,1,3373257
"Madrid","December",5,3,3," 28013 ",40.42005124,-3.70371334,8.9,9.3,8.8,9.2,9.2,8.3,9.7,8.8,0,0,1,0,0,0,1,1,0,1,1,1,1,74,3,23,1,0,182,3,915,0,0,1,3373257
"Madrid","December",5,3,3," 28005 ",40.4123947,-3.7088279,8.2,8.5,8.3,8.5,8,8,10,7.5,0,0,1,1,0,0,0,1,0,0,0,0,1,75,3,24,1,0,105,797,876,0,1,0,3373257
"Madrid","December",5,3,3," 28004 ",40.422394,-3.706211,6.6,7.9,6.7,7.1,6.7,5.8,8.8,8.9,1,0,0,1,1,0,1,1,0,0,1,1,1,76,3,25,1,0,134,71,983,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.4207314,-3.6999009,8,9.1,7.5,8.2,8.7,8.1,9.2,7.5,1,0,1,1,0,0,0,0,0,0,0,1,1,54,3,4,1,0,133,102,985,0,1,0,3373257
"Madrid","December",5,3,3," 28013 ",40.419877,-3.701119,8.9,9.4,9,9.2,9.3,8.5,9.7,8.8,0,0,1,0,0,0,1,1,1,0,1,1,1,55,3,5,1,0,190,25,989,0,0,1,3373257
"Madrid","December",5,3,3," 28012 ",40.410674,-3.705874,9.1,9.5,9.2,9.3,9.3,9.1,9.4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,6,1,0,146,51,966,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.419252,-3.707348,8.6,9.3,8.5,9,9,8.5,9.6,8.9,1,0,1,0,1,0,1,1,0,0,0,1,1,57,3,7,1,0,186,584,831,0,0,1,3373257
"Madrid","December",5,3,3," 28012 ",40.40800334,-3.70212469,8.5,8.9,8.4,8.4,8.6,8.6,8.6,10,1,0,0,1,1,0,0,1,0,0,0,1,1,58,3,8,1,0,129,10,950,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41588435,-3.7014176,8,9.2,8,8.7,8,8.1,9.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,9,1,0,121,354,566,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.416546,-3.708705,8.3,8.8,8.1,8.4,8.4,8.1,9.7,6.3,0,0,1,0,0,0,0,1,1,0,0,0,1,60,3,10,1,0,92,10,996,0,1,1,3373257
"Madrid","December",5,3,3," 28012 ",40.409991,-3.701597,9.2,8.9,9.2,9.3,9.2,8.7,9.3,7.5,1,0,0,1,0,0,1,1,0,0,0,1,1,61,3,11,1,0,129,487,647,0,1,1,3373257
"Madrid","December",5,3,3," 28004 ",40.42187363,-3.70652452,8.4,8.9,8.4,8.9,8.7,8.5,9.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,12,1,0,183,372,720,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.41953455,-3.69934827,8.8,9.4,8.7,9.1,9.2,8.4,9.7,8.9,0,1,1,0,0,0,1,1,0,0,1,1,1,63,3,13,1,0,188,29,981,0,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.41552222,-3.69704619,8.7,9.4,8.5,9,9,8.4,9.7,8.4,0,1,0,0,0,0,1,0,0,0,1,1,1,64,3,14,1,0,149,29,968,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.420458,-3.705482,7.6,7.7,7.6,8,8.1,8,9.6,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,15,1,0,150,302,823,0,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.4164296,-3.69963124,8.2,9.3,8.1,8.6,8.5,8.4,9.7,9,0,0,1,0,1,0,1,1,0,0,0,1,1,66,3,16,1,0,95,514,719,0,0,1,3373257
"Madrid","December",5,3,3," 28012 ",40.41184389,-3.69792804,8.7,9.2,8.7,9.1,9.1,8.4,9.3,9,0,0,1,0,0,0,0,1,1,1,1,1,1,67,3,17,1,0,163,56,840,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.4204269,-3.70540738,7.5,7.7,7.3,7.7,7.8,7.8,9.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,18,1,0,151,346,751,0,0,1,3373257
"Madrid","December",5,3,3," 28013 ",40.420558,-3.705477,7.7,7.7,7.5,7.9,8,7.9,9.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,19,1,0,165,265,898,0,0,1,3373257
"Madrid","December",5,3,3," 28014 ",40.41505627,-3.6981225,8.3,9.1,8,8.7,8.6,8,9.6,7.8,0,0,0,0,0,0,1,1,1,1,0,1,1,70,3,20,1,0,203,517,656,0,0,1,3373257
